,title,price,url,website
168,"Desonida 0,5mg/g Germed Pomada Dermatológica 30g","R$ 22,99",/foldan-pomada-parasiticida-50mg-bisnaga-45g/p,drogal
169,Varicell Proct Pomada 4DH Bisnaga 25g,"R$ 40,29",/HemodasePomada25g10Aplicacoes/p,drogal
170,Lidocaína 50mg EMS Pomada Dermatológica 25g,"R$ 12,19",/pomada-cicatrizante-contractubex-gel-20g/p,drogal
171,"Bálsamo Bengué 0,25g/g + 0,25g/g Pomada 20g","R$ 17,29",/hemofiss-pomada-30g/p,drogal
172,"Bálsamo Bengué 0,25g/g + 0,25g/g Pomada 60g","R$ 54,69",/balsamo-bengue-pda-20g/p,drogal
173,Pomada Belladonna Almeida Prado 25g,"R$ 33,99",/proctfis-h-pomada-20g-10-aplicador/p,drogal
174,Sulfato de Neomicina 5mg + Bacitracina 250ui Medley Pomada Dermatológica 15g,"R$ 8,29",/Millarpomadadermatologicabisnagacom30g/p,drogal
175,"Valerato de Betametasona + Sulfato de Gentamicina + Tolnaftato + Clioquinol 0,5mg/g + 1mg/g + 10mg/g + 10mg/g Bisnaga com 20g de Pomada de Uso Dermatológico - Eurofarma","R$ 21,32",/pomada-vick-babyrub-balsamo-para-bebes-50g/p,drogal
176,Cetobeta pomada bisnaga com 30g,"R$ 17,99",/pomada-reparadora-eucerin-aquaphor-2-unidades-9g/p,drogal
177,Massageol Pomada 30g,"R$ 14,99",/creme-antifungico-lakesiapro-20g/p,drogal
178,Fledoid Pomada 500 40g,"R$ 27,89",/SulfatodeNeomicinamaisBacitracinaEMS5mggmais250uigpomadabisnagacom15g/p,drogal
179,"Tacroz 0,03mg Pomada 10g","R$ 72,64",/probenxil-116mgg-gel-60g/p,drogal
